A16S.MEG_10_Drugs_Aminoglycosides_Aminoglycoside_resistant_16S_ribosomal_subunit_protein_A16S_RequiresSNPConfirmation was removed because it failed filtering checks, so removing its metadata
VANN.MEG_7448_Drugs_Glycopeptides_VanN_type_resistance_protein_VANN was removed because it failed filtering checks, so removing its metadata
VANSB.MEG_7493_Drugs_Glycopeptides_VanB_type_regulator_VANSB was removed because it failed filtering checks, so removing its metadata
VANXA.MEG_7550_Drugs_Glycopeptides_VanA_type_resistance_protein_VANXA was removed because it failed filtering checks, so removing its metadata
VANXB.MEG_7563_Drugs_Glycopeptides_VanB_type_resistance_protein_VANXB was removed because it failed filtering checks, so removing its metadata
VANXM.MEG_7571_Drugs_Glycopeptides_VanM_type_resistance_protein_VANXM was removed because it failed filtering checks, so removing its metadata
VANXM.MEG_7572_Drugs_Glycopeptides_VanM_type_resistance_protein_VANXM was removed because it failed filtering checks, so removing its metadata
VANYD.MEG_7604_Drugs_Glycopeptides_VanD_type_accessory_protein_VANYD was removed because it failed filtering checks, so removing its metadata
VEB.MEG_7665_Drugs_betalactams_Class_A_betalactamases_VEB was removed because it failed filtering checks, so removing its metadata
VEB.MEG_7666_Drugs_betalactams_Class_A_betalactamases_VEB was removed because it failed filtering checks, so removing its metadata
VEB.MEG_7667_Drugs_betalactams_Class_A_betalactamases_VEB was removed because it failed filtering checks, so removing its metadata
VIM.MEG_7761_Drugs_betalactams_Class_B_betalactamases_VIM was removed because it failed filtering checks, so removing its metadata
VIM.MEG_7762_Drugs_betalactams_Class_B_betalactamases_VIM was removed because it failed filtering checks, so removing its metadata
VIM.MEG_7765_Drugs_betalactams_Class_B_betalactamases_VIM was removed because it failed filtering checks, so removing its metadata
VIM.MEG_7766_Drugs_betalactams_Class_B_betalactamases_VIM was removed because it failed filtering checks, so removing its metadata
VIM.MEG_7767_Drugs_betalactams_Class_B_betalactamases_VIM was removed because it failed filtering checks, so removing its metadata
VIM.MEG_7768_Drugs_betalactams_Class_B_betalactamases_VIM was removed because it failed filtering checks, so removing its metadata
ZNUB.MEG_7857_Metals_Zinc_resistance_Zinc_resistance_protein_ZNUB was removed because it failed filtering checks, so removing its metadata
ZRAS.MEG_7863_Metals_Multi_metal_resistance_Multi_metal_resistance_regulator_ZRAS was removed because it failed filtering checks, so removing its metadata
